0.606342052	0.243611578	0.06576355	0.956476667	0.285337726	0.425917447	0.706033431	0.562879088	0.151268226	0.315606799	0.389873384	0.286258197	0.119705399	0.131791477	0.944544808	0.365198636	0.284374969	0.801445706	0.873457017	0.223894804	0.180882462	0.346252549	0.566083189	0.239524829	0.26434915	0.771298783	0.548972405	0.97785857	0.491621324	0.534173367
0.870462073	0.829954844	0.589029013	0.167193279	0.83054021	0.841881114	0.035514048	0.703402663	0.461076011	0.289673163	0.067591917	0.782800009	0.907049062	0.143515363	0.23903997	0.967590343	0.010447107	0.598568944	0.999554556	0.509790639	0.990605111	0.372058289	0.164621251	0.813684978	0.406081674	0.464846381	0.265565986	0.156945575	0.021349602	0.442832967
0.298168896	0.853197901	0.414349668	0.030182596	0.185810709	0.499593705	0.88216715	0.238090606	0.993331399	0.266095161	0.575707674	0.864663871	0.110270947	0.24039446	0.839158887	0.478033054	0.585789592	0.216159475	0.866629802	0.653232103	0.706810643	0.255159644	0.89993001	0.030697238	0.219940673	0.311229953	0.325842341	0.84306978	0.261223787	0.866003584
0.928807141	0.226947975	0.300704709	0.378327029	0.120703463	0.603526051	0.517884175	0.516696988	0.208638557	0.938864395	0.575785528	0.958254015	0.52993915	0.570805723	0.631349877	0.092152606	0.013327341	0.093461875	0.407273269	0.788296701	0.229474373	0.75671986	0.093350481	0.423679236	0.246407236	0.032695098	0.783994086	0.582181906	0.283786408	0.338683019
0.043916387	0.712357497	0.771567592	0.6798028	0.189520375	0.355360429	0.763459511	0.810129739	0.156837092	0.647141708	0.210040837	0.006376974	0.071405849	0.961579379	0.51259656	0.660154785	0.957943396	0.352271567	0.121050237	0.372078462	0.082302431	0.60536976	0.130868218	0.767396776	0.123302845	0.779724386	0.099166867	0.279627687	0.163006803	0.80352057
0.041789528	0.524435405	0.54638135	0.11980524	0.515469844	0.017791048	0.045371455	0.71385899	0.841450382	0.654983148	0.369864983	0.051001718	0.353553206	0.260789488	0.93657799	0.553748914	0.438739625	0.11710172	0.941673672	0.895690671	0.043962024	0.796803528	0.325112013	0.003849443	0.894806479	0.322192338	0.0130454	0.581006565	0.309061945	0.976808812
0.998590611	0.466579643	0.776760428	0.405767875	0.594036427	0.617897106	0.735809359	0.445115504	0.109516664	0.230353745	0.106709519	0.29914638	0.125931505	0.923880849	0.616303975	0.280500653	0.475476326	0.46779872	0.075274561	0.98843005	0.88777299	0.05340278	0.844839881	0.776734912	0.782692783	0.699362531	0.055461511	0.839489297	0.010148147	0.065438366
0.207962738	0.237194344	0.166143365	0.148887851	0.194689613	0.911313035	0.604732268	0.701641809	0.845468083	0.007129461	0.708997388	0.15013754	0.235077852	0.692490627	0.845847994	0.656054258	0.549942298	0.233738889	0.958740788	0.438503818	0.105995993	0.572206982	0.434478279	0.153748802	0.326203691	0.794727958	0.322493919	0.987828381	0.555993034	0.310061753
0.855335525	0.246860391	0.363627498	0.013123568	0.206914744	0.906619522	0.266275431	0.398897528	0.341931148	0.73514136	0.58928414	0.815792957	0.659653309	0.582043151	0.448096702	0.491170369	0.933232436	0.204241459	0.391224729	0.670147956	0.770546032	0.775922817	0.547401375	0.811274047	0.69810537	0.682797439	0.508519548	0.052574872	0.305068778	0.158952477
0.155528619	0.134897656	0.749558063	0.998033044	0.218237671	0.45512476	0.01162841	0.570911188	0.363624158	0.300814529	0.959304601	0.217667121	0.788022364	0.886160224	0.072768052	0.442618412	0.386429381	0.876021845	0.118141804	0.270933939	0.371403407	0.701562905	0.105005743	0.954357857	0.82532056	0.384812281	0.264812984	0.318674242	0.345525194	0.276952845
